familia,modo_color,formato,tipo_papel,papel,gramaje,cantidad_rango,caras,precio_pdf_objetivo_sin_iva,fuente_pdf_pagina
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 350g,350g,26 a 50,4/4,2152.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 300g,300g,26 a 50,4/0,1583.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 300g,300g,26 a 50,4/4,2231.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 200g,200g,26 a 50,4/0,1511.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 200g,200g,26 a 50,4/4,2159.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,26 a 50,4/0,1396.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,26 a 50,4/4,2044.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 350g,350g,51 a 100,4/0,1415.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 350g,350g,51 a 100,4/4,2025.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 300g,300g,51 a 100,4/0,1490.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 300g,300g,51 a 100,4/4,2100.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 200g,200g,51 a 100,4/0,1422.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 200g,200g,51 a 100,4/4,2032.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,51 a 100,4/0,1314.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,51 a 100,4/4,1924.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 350g,350g,101 a 300,4/0,1327.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 350g,350g,101 a 300,4/4,1898.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 300g,300g,101 a 300,4/0,1397.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 300g,300g,101 a 300,4/4,1968.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 200g,200g,101 a 300,4/0,1333.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 200g,200g,101 a 300,4/4,1905.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,101 a 300,4/0,1232.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,101 a 300,4/4,1803.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 350g,350g,301 a 500,4/0,1238.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 350g,350g,301 a 500,4/4,1772.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 300g,300g,301 a 500,4/0,1304.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 300g,300g,301 a 500,4/4,1837.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 200g,200g,301 a 500,4/0,1244.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 200g,200g,301 a 500,4/4,1778.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,301 a 500,4/0,1150.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,301 a 500,4/4,1683.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 350g,350g,501 a 1000,4/0,1150.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 350g,350g,501 a 1000,4/4,1645.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 300g,300g,501 a 1000,4/0,1211.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 300g,300g,501 a 1000,4/4,1706.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 200g,200g,501 a 1000,4/0,1156.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,Triplex 200g,200g,501 a 1000,4/4,1651.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,501 a 1000,4/0,1068.0,5
Bajadas Fullcolor,fullcolor,XL,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,501 a 1000,4/4,1563.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,1,4/0,4.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,1,4/4,0.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,1,4/0,4.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,1,4/4,4.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,1,4/0,4.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,1,4/4,0.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,1,4/0,4.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,1,4/4,4.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,2 a 25,4/0,481.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,2 a 25,4/4,661.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,2 a 25,4/0,480.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,2 a 25,4/4,661.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,2 a 25,4/0,455.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,2 a 25,4/4,635.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,2 a 25,4/0,414.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,2 a 25,4/4,594.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,26 a 50,4/0,454.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,26 a 50,4/4,624.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,26 a 50,4/0,453.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,26 a 50,4/4,624.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,26 a 50,4/0,429.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,26 a 50,4/4,600.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,26 a 50,4/0,391.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,26 a 50,4/4,561.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,51 a 100,4/0,427.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,51 a 100,4/4,588.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,51 a 100,4/0,427.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,51 a 100,4/4,587.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,51 a 100,4/0,404.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,51 a 100,4/4,564.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,51 a 100,4/0,368.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,51 a 100,4/4,528.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,101 a 300,4/0,429.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,101 a 300,4/4,551.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,101 a 300,4/0,400.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,101 a 300,4/4,551.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,101 a 300,4/0,379.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,101 a 300,4/4,529.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,101 a 300,4/0,345.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,101 a 300,4/4,495.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,301 a 500,4/0,374.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,301 a 500,4/4,514.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,301 a 500,4/0,373.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,301 a 500,4/4,514.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,301 a 500,4/0,354.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,301 a 500,4/4,494.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,301 a 500,4/0,322.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,301 a 500,4/4,462.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,501 a 1000,4/0,347.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 350g,350g,501 a 1000,4/4,477.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,501 a 1000,4/0,347.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 300g,300g,501 a 1000,4/4,477.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,501 a 1000,4/0,328.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,Triplex 200g,200g,501 a 1000,4/4,459.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,501 a 1000,4/0,299.0,5
Bajadas Fullcolor,fullcolor,A4,pesado,PENDIENTE_REVISION_MANUAL,PENDIENTE_REVISION_MANUAL,501 a 1000,4/4,429.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,1,1/0,29.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,1,1/1,41.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,1,1/0,29.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,1,1/1,1.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,1,4/0,0.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,1,4/4,1.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,1,4/0,1.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,1,4/4,1.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,2 a 25,1/0,214.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,2 a 25,1/1,287.8,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,2 a 25,1/0,325.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,2 a 25,1/1,407.3,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,2 a 25,4/0,640.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,2 a 25,4/4,991.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,2 a 25,4/0,759.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,2 a 25,4/4,1102.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,26 a 50,1/0,194.1,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,26 a 50,1/1,271.8,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,26 a 50,1/0,307.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,26 a 50,1/1,384.7,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,26 a 50,4/0,604.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,26 a 50,4/4,928.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,26 a 50,4/0,717.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,26 a 50,4/4,1041.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,51 a 100,1/0,182.7,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,51 a 100,1/1,255.8,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,51 a 100,1/0,288.9,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,51 a 100,1/1,362.1,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,51 a 100,4/0,569.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,51 a 100,4/4,874.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,51 a 100,4/0,675.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,51 a 100,4/4,980.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,101 a 300,1/0,171.2,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,101 a 300,1/1,239.8,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,101 a 300,1/0,270.9,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,101 a 300,1/1,339.5,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,101 a 300,4/0,533.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,101 a 300,4/4,819.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,101 a 300,4/0,633.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,101 a 300,4/4,919.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,301 a 500,1/0,159.8,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,301 a 500,1/1,223.8,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,301 a 500,1/0,252.8,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,301 a 500,1/1,316.8,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,301 a 500,4/0,498.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 80g,80g,301 a 500,4/4,764.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,301 a 500,4/0,591.0,5
Bajadas Fullcolor,fullcolor,Kraft,kraft,Kraft 200g,200g,301 a 500,4/4,857.0,5
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 150g,150g,2 a 50,1/0,265.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 150g,150g,2 a 50,1/1,348.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 115g,115g,2 a 50,1/0,235.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 115g,115g,2 a 50,1/1,318.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 90g,90g,2 a 50,1/0,214.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 90g,90g,2 a 50,1/1,296.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 80g,80g,2 a 50,1/0,214.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 80g,80g,2 a 50,1/1,288.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 150g,150g,51 a 100,1/0,251.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 150g,150g,51 a 100,1/1,328.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 115g,115g,51 a 100,1/0,222.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 115g,115g,51 a 100,1/1,300.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 90g,90g,51 a 100,1/0,202.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 90g,90g,51 a 100,1/1,280.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 80g,80g,51 a 100,1/0,194.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 80g,80g,51 a 100,1/1,272.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 150g,150g,101 a 500,1/0,236.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 150g,150g,101 a 500,1/1,309.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 115g,115g,101 a 500,1/0,209.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 115g,115g,101 a 500,1/1,282.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 90g,90g,101 a 500,1/0,190.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 90g,90g,101 a 500,1/1,263.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 80g,80g,101 a 500,1/0,183.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 80g,80g,101 a 500,1/1,256.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 150g,150g,501 a 1000,1/0,221.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 150g,150g,501 a 1000,1/1,290.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 115g,115g,501 a 1000,1/0,196.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 115g,115g,501 a 1000,1/1,265.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 90g,90g,501 a 1000,1/0,178.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 90g,90g,501 a 1000,1/1,247.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 80g,80g,501 a 1000,1/0,171.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 80g,80g,501 a 1000,1/1,240.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 150g,150g,1001 a 5000,1/0,206.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 150g,150g,1001 a 5000,1/1,270.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 115g,115g,1001 a 5000,1/0,183.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 115g,115g,1001 a 5000,1/1,247.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 90g,90g,1001 a 5000,1/0,166.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 90g,90g,1001 a 5000,1/1,230.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 80g,80g,1001 a 5000,1/0,160.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,liviano,A3 80g,80g,1001 a 5000,1/1,224.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,autoadhesivo,Autoadhesivo Papel,PENDIENTE_REVISION_MANUAL,2 a 50,1/0,441.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,autoadhesivo,Autoadhesivo Opp,PENDIENTE_REVISION_MANUAL,2 a 50,1/0,1036.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,autoadhesivo,Autoadhesivo Papel,PENDIENTE_REVISION_MANUAL,51 a 100,1/0,416.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,autoadhesivo,Autoadhesivo Opp,PENDIENTE_REVISION_MANUAL,51 a 100,1/0,979.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,autoadhesivo,Autoadhesivo Papel,PENDIENTE_REVISION_MANUAL,101 a 500,1/0,392.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,autoadhesivo,Autoadhesivo Opp,PENDIENTE_REVISION_MANUAL,101 a 500,1/0,921.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,autoadhesivo,Autoadhesivo Papel,PENDIENTE_REVISION_MANUAL,501 a 1000,1/0,367.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,autoadhesivo,Autoadhesivo Opp,PENDIENTE_REVISION_MANUAL,501 a 1000,1/0,863.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,autoadhesivo,Autoadhesivo Papel,PENDIENTE_REVISION_MANUAL,1001 a 5000,1/0,343.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,autoadhesivo,Autoadhesivo Opp,PENDIENTE_REVISION_MANUAL,1001 a 5000,1/0,806.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,pesado,Triplex 350g,350g,1,1/0,0.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,pesado,Triplex 350g,350g,1,1/1,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,pesado,Triplex 300g,300g,1,1/0,1.0,6
Bajadas Blanco y Negro,blanco_y_negro,A3+,pesado,Triplex 300g,300g,1,1/1,1.0,6
