id,categoria,modo_color,formato,tipo_papel,material,gramaje,cantidad_rango,caras,precio_objetivo_csv,precio_estimado_modelo_c,diferencia_absoluta,diferencia_porcentual,factor_aplicado,causa_probable,clasificacion_recomendada,recomendacion,decision_usuario,comentario_usuario
ALT-001,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,1,1/0,884.0,1096.6013328255904,212.60133282559036,24.049924527781716,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-002,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,1001 a 5000,1/0,563.0,698.2105864432598,135.21058644325979,24.01608995439783,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-003,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,501 a 1000,1/0,603.0,747.4960396039605,144.49603960396053,23.96285897246443,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-004,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,2 a 50,1/0,724.0,897.405959634425,173.40595963442502,23.95109939702003,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-005,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,101 a 500,1/0,643.0,796.7814927646612,153.78149276466115,23.91625081876534,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-006,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,51 a 100,1/0,683.0,846.0669459253619,163.0669459253619,23.875101892439517,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-007,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,2 a 50,1/1,1292.0,1063.74436405179,-228.25563594821006,-17.666844887632358,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-008,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,1001 a 5000,1/1,1005.0,827.5849009900991,-177.41509900990093,-17.65324368257721,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-009,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,501 a 1000,1/1,1077.0,887.1381568926124,-189.86184310738759,-17.628769090750936,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-010,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,101 a 500,1/1,1149.0,946.6914127951258,-202.30858720487424,-17.607361810694016,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-011,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,1,1/1,1579.0,1301.9573876618433,-277.0426123381567,-17.545447266507708,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-012,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,51 a 100,1/1,1220.0,1006.2446686976391,-213.7553313023609,-17.520928795275484,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-013,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,501 a 1000,1/1,975.0,813.2099771515614,-161.79002284843864,-16.593848497275758,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-014,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,1,1/1,1430.0,1193.1186785986292,-236.88132140137077,-16.56512737072523,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-015,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,51 a 100,1/1,1105.0,922.0486862147754,-182.95131378522456,-16.556679980563306,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-016,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,1001 a 5000,1/1,910.0,759.8174028941356,-150.18259710586437,-16.503582099545536,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-017,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,101 a 500,1/1,1040.0,868.6561119573497,-171.3438880426503,-16.475373850254833,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-018,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,2 a 50,1/1,1170.0,977.4948210205637,-192.50517897943632,-16.453434100806525,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-019,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,150g,1001 a 5000,1/1,626.0,524.0064294258374,-101.99357057416262,-16.292902647629813,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-020,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,150g,51 a 100,1/1,760.0,636.570773524721,-123.42922647527905,-16.240687694115667,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-021,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,150g,101 a 500,1/1,715.0,599.6962470095694,-115.30375299043055,-16.126399019640637,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-022,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,150g,2 a 50,1/1,805.0,675.3860645933015,-129.6139354066985,-16.10110998840975,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-023,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,150g,1,1/1,983.0,824.8249352073366,-158.17506479266342,-16.091054404136663,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-024,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,150g,501 a 1000,1/1,670.0,562.821720494418,-107.17827950558205,-15.996758135161501,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-025,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,200g,501 a 1000,1/1,813.0,696.1570258948973,-116.84297410510271,-14.371829533222966,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-026,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,115g,101 a 500,1/1,639.0,547.2956040669857,-91.70439593301433,-14.351235670268284,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-027,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,115g,1,1/1,879.0,753.0166467304625,-125.98335326953747,-14.332577163769905,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-028,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,200g,2 a 50,1/1,975.0,835.7991431835492,-139.20085681645082,-14.277010955533417,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-029,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,200g,101 a 500,1/1,867.0,743.3889185072354,-123.61108149276458,-14.257333505509179,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-030,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,115g,51 a 100,1/1,679.0,582.2293660287081,-96.77063397129189,-14.251934310941367,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-031,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,115g,1001 a 5000,1/1,559.0,479.36884469696975,-79.63115530303025,-14.245287174066235,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-032,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,200g,1,1/1,1192.0,1022.6731530845393,-169.3268469154607,-14.205272392236633,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-033,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,115g,2 a 50,1/1,719.0,617.1631279904307,-101.83687200956933,-14.16368178158127,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-034,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,200g,51 a 100,1/1,921.0,790.6208111195735,-130.37918888042645,-14.156263722087564,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-035,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,115g,501 a 1000,1/1,599.0,514.3026066586922,-84.69739334130782,-14.139798554475428,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-036,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,200g,1001 a 5000,1/1,758.0,650.9786938309217,-107.02130616907834,-14.118905827055189,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-037,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,90g,101 a 500,1/1,585.0,510.4210775518342,-74.57892244816583,-12.748533751823219,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-038,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,90g,1,1/1,805.0,702.5567683413078,-102.44323165869218,-12.72586728679406,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-039,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,90g,2 a 50,1/1,658.0,574.4663078149921,-83.53369218500791,-12.695089997721567,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-040,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,90g,501 a 1000,1/1,549.0,479.36884469696975,-69.63115530303025,-12.683270547000047,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-041,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,90g,51 a 100,1/1,622.0,543.4140749601277,-78.58592503987234,-12.634393093227064,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-042,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,80g,51 a 100,1/1,599.0,527.8879585326954,-71.1120414673046,-11.87179323327289,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-043,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,80g,2 a 50,1/1,634.0,558.9401913875598,-75.05980861244018,-11.839086531930628,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-044,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,80g,1001 a 5000,1/1,493.0,434.7312599681021,-58.26874003189789,-11.819217045009713,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-045,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,80g,501 a 1000,1/1,528.0,465.78349282296654,-62.21650717703346,-11.78342938958967,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-046,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,80g,101 a 500,1/1,563.0,496.83572567783096,-66.16427432216904,-11.752091353848853,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-047,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,101 a 500,1/0,718.0,796.7814927646612,78.78149276466115,10.972352752738322,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-048,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,1,1/0,987.0,1094.5477722772278,107.54777227722775,10.896430828493187,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-049,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,51 a 100,1/0,763.0,846.0669459253619,83.06694592536189,10.886886752996316,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-050,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,1001 a 5000,1/0,628.0,696.1570258948973,68.15702589489729,10.853029601098294,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-051,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,2 a 50,1/0,808.0,895.3523990860625,87.35239908606252,10.810940480948332,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-052,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,501 a 1000,1/0,673.0,745.4424790555979,72.44247905559791,10.764112786864475,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-053,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,501 a 1000,1/0,609.0,673.5678598629095,64.56785986290947,10.602275839558207,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-054,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,101 a 500,1/0,650.0,718.7461919268851,68.7461919268851,10.576337219520786,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-055,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,51 a 100,1/0,691.0,763.9245239908607,72.92452399086073,10.553476699111538,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-056,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,1,1/0,894.0,987.7626237623764,93.76262376237639,10.487989235165145,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-057,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,1001 a 5000,1/0,569.0,628.3895277989338,59.38952779893384,10.437526853942678,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-058,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,2 a 50,1/0,731.0,807.0492955064738,76.04929550647375,10.40346039760243,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
